"","MS_SubClass","MS_Zoning","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_Type_2","Heating","Heating_QC","Central_Air","Electrical","Kitchen_Qual","Functional","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Qual","Garage_Cond","Paved_Drive","Pool_QC","Fence","Misc_Feature","Sale_Type","Sale_Condition","PID","Lot_Frontage","Lot_Area","Year_Built","Year_Remod_Add","Mas_Vnr_Area","BsmtFin_SF_1","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Fireplaces","Garage_Yr_Blt","Garage_Cars","Garage_Area","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Misc_Val","Mo_Sold","Year_Sold","Sale_Price"
"504","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","Other","Other","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528387030,0,11692,1993,1994,372,3,0,549,1173,1215,1017,0,2232,1,0,2,1,3,1,8,1,1993,2,623,173,165,0,0,0,0,0,10,2009,263550
"505","Other","Residential_Low_Density","No_Alley_Access","Other","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Other","Other","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Other","No","GLQ","Other","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528390100,52,46589,1994,2005,528,3,180,88,1629,1686,762,0,2448,1,0,2,1,4,1,8,1,1994,3,711,517,76,0,0,0,0,0,7,2009,402000
"506","Other","Residential_Low_Density","No_Alley_Access","Other","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Other","Gable","CompShg","Other","Other","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Other","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528390210,0,29959,1994,1994,0,3,0,378,973,979,871,0,1850,0,0,2,1,3,1,7,1,1994,2,467,168,98,0,0,0,0,0,1,2009,248000
"507","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528427020,74,9612,2008,2009,72,7,0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,2008,3,898,210,150,0,0,0,0,0,12,2009,244600
"508","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528431020,86,11194,2008,2008,240,7,0,1696,1696,1696,0,0,1696,0,0,2,0,3,1,7,0,2008,3,972,120,56,0,0,0,0,0,9,2009,275000
"509","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528431070,78,10206,2008,2008,294,7,0,1614,1614,1658,0,0,1658,0,0,2,1,3,1,7,1,2008,3,726,144,44,0,0,0,0,0,9,2009,257500
"510","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","Other","Other","Other","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528435030,78,9262,2008,2009,194,7,0,1573,1573,1578,0,0,1578,0,0,2,0,3,1,7,1,2008,3,840,0,36,0,0,0,0,0,5,2009,287090
"511","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528435050,85,10130,2007,2007,260,3,0,408,1702,1702,0,0,1702,1,0,2,0,3,1,7,1,2007,3,844,0,69,0,0,0,0,0,3,2009,275500
"512","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Other","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Other","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528439060,76,9139,2006,2006,206,3,0,1043,1422,1432,0,0,1432,0,0,2,0,3,1,7,1,2006,2,492,297,50,0,0,0,0,0,9,2009,245000
"513","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528441020,75,9675,2005,2005,0,3,0,772,1113,1113,858,0,1971,0,0,2,1,3,1,8,1,2005,2,689,0,48,0,0,0,0,0,2,2009,253000
"514","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Other","Other","OneFam","One_Story","Other","Average","Other","CompShg","VinylSd","VinylSd","Other","Other","Typical","PConc","Other","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",528441090,85,11128,2005,2006,198,3,0,300,2458,2490,0,0,2490,1,0,2,0,2,1,9,2,2005,3,795,70,226,0,0,0,0,0,10,2009,468000
"515","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Typical","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528456180,72,8640,2009,2009,0,3,0,78,900,932,920,0,1852,1,0,2,1,3,1,7,1,2009,2,644,168,108,0,0,0,0,0,7,2009,252678
"516","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528456220,75,9000,2008,2008,0,7,0,768,768,786,804,0,1590,0,0,2,1,3,1,6,0,2008,2,676,0,30,0,0,0,0,0,6,2009,210000
"517","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Above_Average","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528456240,75,7862,2009,2009,0,3,0,1191,1218,1218,0,0,1218,0,0,2,0,2,1,4,0,2009,2,676,0,102,0,0,0,0,0,9,2009,208300
"518","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Other","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528458020,90,7993,2008,2009,0,7,0,1436,1436,1436,0,0,1436,0,0,2,0,3,1,6,0,2008,2,529,0,121,0,0,0,0,0,10,2009,225000
"519","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","Other","Other","Other","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528458040,72,8640,2009,2009,72,3,0,364,1300,1314,0,0,1314,1,0,2,0,3,1,6,0,2009,2,552,135,112,0,0,0,0,0,9,2009,229456
"520","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Other","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528458060,72,8640,2008,2008,0,7,0,1402,1402,1402,0,0,1402,0,0,2,0,3,1,7,0,2008,2,625,205,126,0,0,0,0,0,5,2009,229800
"521","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528458140,112,12606,2007,2008,120,7,0,1530,1530,1530,0,0,1530,0,0,2,0,3,1,7,1,2008,3,984,212,136,0,0,0,0,0,5,2009,250000
"522","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","Other","Other","Other","Other","Typical","PConc","Other","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528458160,85,9187,2009,2009,162,3,0,645,1766,1766,0,0,1766,1,0,2,1,2,1,7,1,2009,3,478,195,130,0,0,0,0,0,10,2009,370878
"523","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528458180,75,7500,2006,2007,238,3,0,1348,1372,1448,0,0,1448,0,0,2,0,2,1,6,1,2006,2,692,0,140,0,0,0,0,0,6,2009,238500
"524","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Other","Typical","PConc","Other","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Other","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528477050,85,11003,2008,2008,160,3,0,252,1017,1026,981,0,2007,1,0,2,1,3,1,10,1,2008,3,812,168,52,0,0,0,0,0,4,2009,310000
"525","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Other","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Other","Other","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528477070,84,10603,2006,2006,121,3,0,218,900,909,886,0,1795,1,0,2,1,3,1,8,1,2006,3,782,168,45,0,0,0,0,0,7,2009,270000
"526","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528480040,85,10574,2005,2006,0,7,0,1082,1082,1082,871,0,1953,0,0,2,1,3,1,9,1,2005,3,1043,160,50,0,0,0,0,0,5,2009,252000
"527","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","Other","Other","Other","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528480130,65,8125,2006,2007,100,3,0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,2007,2,438,0,168,0,0,0,0,0,10,2009,241000
"528","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Other","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528480170,65,8125,2008,2009,288,7,0,1836,1836,1836,0,0,1836,0,0,2,0,3,1,8,1,2009,2,517,0,175,0,0,0,0,0,10,2009,264500
"529","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528482040,85,10625,2006,2007,0,3,0,222,1652,1662,0,0,1662,1,0,2,0,3,1,8,1,2006,3,711,168,120,0,0,0,0,0,3,2009,291000
"530","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Other","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528482130,75,9375,2003,2004,0,7,0,912,912,912,1182,0,2094,0,0,2,1,4,1,8,1,2003,2,615,182,182,0,0,0,0,0,11,2009,263000
"531","One_Story_1946_and_Newer_All_Styles","Other","Other","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528488100,62,7500,2004,2005,0,3,0,811,1221,1221,0,0,1221,1,0,2,0,2,1,6,0,2004,2,400,0,113,0,0,0,0,0,10,2009,185000
"532","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","Other","None","Good","Typical","PConc","Good","Typical","No","GLQ","Other","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528490040,68,8736,2003,2004,0,3,360,422,1553,1553,0,0,1553,1,0,2,0,3,1,6,0,2003,2,588,192,88,0,0,0,0,0,8,2009,234500
"533","Other","Other","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528490070,65,8127,2003,2003,0,3,0,402,812,812,841,0,1653,1,0,2,1,3,1,6,0,2003,2,628,0,45,0,0,0,0,0,3,2009,209000
"534","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Other","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531363010,80,9605,2007,2007,0,7,0,1218,1218,1218,0,0,1218,0,0,1,1,3,1,6,0,2007,2,576,0,178,0,0,0,0,0,4,2009,159000
"535","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Other","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531363030,63,7500,2006,2006,0,3,0,1087,1141,1141,0,0,1141,1,0,1,1,3,1,6,0,2006,2,484,182,0,0,0,0,0,0,6,2009,152000
"536","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Above_Average","Average","Gable","CompShg","VinylSd","VinylSd","None","Typical","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Other","Other","Other","Other","Paved","No_Pool","No_Fence","None","WD ","Normal",531363050,63,7500,2004,2004,0,7,0,1158,1158,1158,0,0,1158,0,0,1,1,3,1,5,0,NA,0,0,0,50,0,0,0,0,0,8,2009,143500
"537","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Other","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531369010,96,10628,2004,2004,0,7,0,835,835,871,941,0,1812,0,0,2,1,3,1,8,0,2004,2,478,146,91,0,0,0,0,0,1,2009,193000
"538","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","Other","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","Other","Other","Other","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531369020,76,10141,2004,2004,264,2,774,222,1512,1512,0,0,1512,0,0,2,0,3,1,6,0,2004,3,845,210,36,0,0,0,0,0,1,2009,203000
"539","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531371050,67,10083,2003,2003,0,3,0,343,1176,1200,0,0,1200,1,0,2,0,2,1,5,0,2003,2,555,0,41,0,0,0,0,0,8,2009,184900
"540","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531375040,63,13072,2004,2005,0,7,0,1114,1114,1114,0,0,1114,0,0,1,1,3,1,6,0,2005,2,576,248,102,0,0,0,0,0,5,2009,159000
"541","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","One_Story","Average","Average","Gable","CompShg","VinylSd","VinylSd","None","Typical","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Other","Other","Other","Other","Paved","No_Pool","No_Fence","None","WD ","Normal",531375090,63,13072,2004,2004,0,7,0,1114,1114,1114,0,0,1114,0,0,1,1,3,1,6,0,NA,0,0,0,39,0,0,0,0,0,8,2009,142000
"542","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Other","Norm","OneFam","One_Story","Average","Average","Gable","CompShg","VinylSd","VinylSd","None","Typical","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Detchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531375130,60,12450,2003,2004,0,3,0,278,1114,1114,0,0,1114,1,0,2,0,3,1,6,0,2004,2,576,0,42,0,0,0,0,0,6,2009,153000
